Similarity|Number|Text|Id
0.7961|88|This California State Assembly bill would BAN the Bible! https://www.youtube.com/attribution_link?a=74Wzrro3TpU&u=%2Fwatch%3Fv%3DXLtRDoerVUw%26feature%3Dshare …|988550490580574208
0.7961|93|This California State Assembly bill would BAN the Bible! https://www.hagmannreport.com/exclusive-reports/this-california-state-assembly-bill-would-ban-the-bible …|988459789247229953
0.7961|98|This California State Assembly bill would BAN the Bible! https://www.whatfinger.net/single-post/2018/04/19/This-California-State-Assembly-bill-would-BAN-the-Bible …|988420595283935232
0.7961|102|This California State Assembly bill would BAN the Bible! https://www.youtube.com/watch?v=XLtRDoerVUw&feature=share …|988383249763356673
0.7961|114|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4|988181004367155200
0.7818|64|If the Bible says tranny’s and gays are bad (it doesn’t exactly but...) then they’re bad, not the Bible. So chill California State Assembly|989714616522457089
0.7717|31|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube Matthew 24:35 King James Version (KJV) 35 Heaven and earth shall pass away, but my words shall not pass away.|991776065910722560
0.7631|82|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube. This is going on now in California after that another State or States will be affected. Please get involved and concerned.|988740709120389121
0.7616|2|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|1002972593979318272
0.7616|3|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|1002733095517392896
0.7616|4|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|1002194149343408128
0.7616|6|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|1001561272389980161
0.7616|10|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|998392684598480897
0.7616|12|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|996517292191240192
0.7616|14|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|996380395481587712
0.7616|15|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|996176345393762304
0.7616|19|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|993369897936678913
0.7616|20|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|993199596057874433
0.7616|21|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|992462973045129216
0.7616|22|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|992451186174373895
0.7616|25|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|992373401980465152
0.7616|26|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|992372446236987392
0.7616|27|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|992286648380547074
0.7616|29|This # California State Assembly bill would BAN the # Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|991870644508938240
0.7616|35|This California State Assembly bill would BAN the Bible! https://youtu.be/siTCwnsGjSk  via @ YouTube|991366810124541952
0.7616|37|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|991179219701972992
0.7616|40|This California State Assembly bill would BAN the Bible! https://youtu.be/siTCwnsGjSk  via @ YouTube|991027030706667520
0.7616|41|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|991017139489263620
0.7616|45|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|990642934549659648
0.7616|47|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|990419725430669312
0.7616|49|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|990387978294972418
0.7616|50|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|990323850914287617
0.7616|51|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|990274506609577985
0.7616|52|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|990258166737842176
0.7616|53|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|990255803360841728
0.7616|54|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|990251656552988672
0.7616|59|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|989950668776591361
0.7616|65|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|989493479674966016
0.7616|67|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|989282875294957568
0.7616|68|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|989220956034904064
0.7616|72|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|989021351926153217
0.7616|85|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988614119992389632
0.7616|86|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988572428598050816
0.7616|87|This California State Assembly bill would BAN the Bible! https://youtu.be/siTCwnsGjSk  via @ YouTube|988563455186698240
0.7616|89|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988536266051407872
0.7616|94|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988451128818860034
0.7616|97|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988431439715848192
0.7616|99|This California State Assembly bill would BAN the Bible! https://youtu.be/siTCwnsGjSk  via @ YouTube|988400847351578624
0.7616|101|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988386729404129280
0.7616|104|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988373797224026112
0.7616|105|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988259450980102144
0.7616|106|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988223303973330944
0.7616|107|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988206271730941952
0.7616|108|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988205488830599168
0.7616|109|This California State Assembly bill would BAN the Bible! https://youtu.be/siTCwnsGjSk  via @ YouTube|988199607149576192
0.7616|110|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @YouTube@ezralevant|988197704084869120
0.7616|111|This California State Assembly bill would BAN the Bible! https://youtu.be/tdhqCTrd1-4  via @ YouTube|988196752481120256
0.7616|112|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988195801217122304
0.7616|115|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988142212532785152
0.7616|116|This California State Assembly bill would BAN the Bible! https://youtu.be/siTCwnsGjSk  via @ YouTube|988132044281696256
0.7579|73|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube. Travis Allen may run for Governor of California|989001072566984704
0.7359|9|This California State Assembly bill would BAN the Bible! ... SOUND OFF PEOPLE... https://www.facebook.com/revdrhenry/posts/2131800306835485 …|998521665893040128
0.7292|76|[Book Burning Coming Soon] This California State Assembly bill would BAN the Bible! https://www.youtube.com/watch?v=XLtRDoerVUw …|988892529788686336
0.7155|58|Tipping Point on OAN is with Travis http://Allen.Like  Page 19 April at 11:38 · This California State Assembly bill would BAN the Bible! https://www.facebook.com/steve.hendrickson.545/posts/10216220887825010 …|990007674359222276
0.702|62|# Bible # Gospel # Christians in California may be denied t/freedom 2 obey t/Great Commission by # Jesus # Christ, Mark 16:15. A new bill has passed in t/California State Assembly, now goes on to t/State Senate. It prohibits use of any Biblical materials to minister to homosexuals.|989736771607871488
0.6975|69|UNBELIEVABLE; INCRDIBLE TIMES 4 SHURE This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|989191317744996353
0.6825|79|BREAKING NEWS This California State Assembly bill would BAN the Bible FO... https://youtu.be/-68Gf4004k0  via @ YouTube|988858135631679489
0.6463|43|CA the gateway of US Policy? # FreeSpeechunderattack With crumbling power Dems try to take on # God? This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|990734809537261569
0.6155|75|Freedom of Speech and thought are about to die in California. This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube|988969122506489856
0.6001|16|The California State Assembly Bill would ban the Bible https://www.facebook.com/permalink.php?story_fbid=1831649346900036&id=100001649656635 …|995204202539438081
0.5541|34|This California State Assembly bill would BAN the Bible! https://youtu.be/XLtRDoerVUw  via @ YouTube Fake news on Fb and youtube is disgusting|991445424266358785
0.5106|17|WHAAAAAAAAAAAAAAAAT??????? THE NONCHRISTIANS CAN P***OFF......SORRY BUT THIS SICKENS ME TO THE CORE!!!!!!!!!!!! This California State Assembly Bill Would BAN the Bible! https://youtu.be/tcmdf2hNuN8  via @ YouTube|994336410206425088
0.5036|74|This California State Assembly Bill Would BAN the Bible! https://youtu.be/tcmdf2hNuN8  via @ YouTube. These people want to tell us how to live? Stand up CA and fight.|988978780998860800
0.4897|96|California State Assembly Bill 2943 could jeopardize Churches and Bible narrative concerning Sodom and Gomorrah and the judgment of God on the Sodomites. Churches avoid this reality with a ten-foot pole, sadly that is why our country is confused and gender defective with Law.|988432650825236481
